s02cl_id,hh_id,ind_id,s07sex,s09age,d12sumres,gps_lat,gps_lng,gps_alt,gps_acc,dup
1,H0100001,P0100001,2,35,3,-15.77435632,35.04881158,1144.4000244141,5,0
1,H0100002,P0100002,2,32,3,-15.77438372,35.04878983,1140.5,8,0
1,H0100003,P0100004,2,43,3,-15.77432669,35.04804205,1139.6999511719,11,0
1,H0100003,P0100005,2,20,3,-15.77432669,35.04804205,1139.6999511719,11,0
1,H0100004,P0100006,2,39,2,-15.77459177,35.04837534,1143,5,0
1,H0100005,P0100008,1,59,5,-15.77430657,35.04767477,1141.5,7,0
1,H0100006,P0100033,1,67,3,-15.77389202,35.0477394,1133.3000488281,10,0
1,H0100006,P0100009,2,58,3,-15.77389202,35.0477394,1133.3000488281,10,0
1,H0100007,P0100011,2,36,3,-15.77385277,35.04803699,1131.5999755859,13,0
1,H0100008,P0100013,1,21,3,-15.77483642,35.04742959,1133.1999511719,9,0
1,H0100008,P0100014,2,24,3,-15.77483642,35.04742959,1133.1999511719,9,0
1,H0100009,P0100015,2,43,2,-15.77508741,35.0475972,1136.5999755859,5,0
1,H0100010,P0100017,2,32,3,-15.77156708,35.04832471,1128.0999755859,4,0
1,H0100010,P0100018,2,25,5,-15.77156708,35.04832471,1128.0999755859,4,0
1,H0100011,P0100019,2,20,3,-15.77136634,35.04807317,1130.3000488281,5,0
1,H0100012,P0100020,2,21,3,-15.77163356,35.04788105,1130.6999511719,10,0
1,H0100013,P0100021,2,27,3,-15.77146865,35.04779402,1128,5,0
1,H0100014,P0100276,2,21,3,-15.77120935,35.04808929,1127.6999511719,5,0
1,H0100014,P0100275,1,25,3,-15.77120935,35.04808929,1127.6999511719,5,0
1,H0100015,P0100278,2,37,3,-15.77125049,35.0484488,1130.8000488281,5,0
1,H0100016,P0100280,1,22,3,-15.7712314,35.04855037,1135.5999755859,5,0
1,H0100016,P0100279,2,23,3,-15.7712314,35.04855037,1135.5999755859,5,0
1,H0100022,P0100023,1,65,3,-15.77432669,35.04902648,1140.6999511719,25,0
1,H0100022,P0100022,2,56,3,-15.77432669,35.04902648,1140.6999511719,25,0
1,H0100023,P0100026,1,72,3,-15.7742288,35.04844749,1138.6999511719,9,0
1,H0100023,P0100024,1,27,3,-15.7742288,35.04844749,1138.6999511719,9,0
1,H0100023,P0100052,1,30,5,-15.7742288,35.04844749,1138.6999511719,9,0
1,H0100023,P0100025,1,21,3,-15.7742288,35.04844749,1138.6999511719,9,0
1,H0100023,P0100003,1,19,3,-15.7742288,35.04844749,1138.6999511719,9,0
1,H0100024,P0100029,2,37,2,-15.77434414,35.0482057,1138,4.5509996,0
1,H0100024,P0100051,1,44,3,-15.77434414,35.0482057,1138,4.5509996,0
1,H0100025,P0100031,2,20,3,-15.7744633,35.04858578,1146,10.6189995,0
1,H0100025,P0100007,2,47,3,-15.7744633,35.04858578,1146,10.6189995,0
1,H0100025,P0100030,2,22,4,-15.7744633,35.04858578,1146,10.6189995,0
1,H0100026,P0100050,2,20,3,-15.77429232,35.04752692,1129,4.5509996,0
1,H0100026,P0100032,2,36,3,-15.77429232,35.04752692,1129,4.5509996,0
1,H0100027,P0100035,1,21,3,-15.77379764,35.04768905,1132,4.5509996,0
1,H0100027,P0100034,1,19,3,-15.77379764,35.04768905,1132,4.5509996,0
1,H0100027,P0100010,2,33,2,-15.77379764,35.04768905,1132,4.5509996,0
1,H0100028,P0100036,2,18,3,-15.77387807,35.04730079,1128,13.653,0
1,H0100028,P0100012,2,36,3,-15.77387807,35.04730079,1128,13.653,0
1,H0100029,P0100037,2,20,3,-15.774796,35.04744302,1130,4.5509996,0
1,H0100030,P0100016,1,26,3,-15.77477451,35.04757268,1134,4.5509996,0
1,H0100030,P0100038,2,30,3,-15.77477451,35.04757268,1134,4.5509996,0
1,H0100031,P0100039,2,29,3,-15.7715732,35.0484115,1109,4.5509996,0
1,H0100032,P0100041,2,22,3,-15.77142453,35.04827933,1125,6.068,0
1,H0100032,P0100040,2,46,3,-15.77142453,35.04827933,1125,6.068,0
1,H0100033,P0100042,2,24,3,-15.77187169,35.04764115,1131,9.101998999999999,0
1,H0100034,P0100043,1,40,3,-15.77118701,35.04801801,1120,10.6189995,0
1,H0100034,P0100044,2,28,3,-15.77118701,35.04801801,1120,10.6189995,0
1,H0100035,P0100277,1,26,5,-15.7710299,35.04792368,1157,4.5509996,0
1,H0100035,P0100045,2,22,4,-15.7710299,35.04792368,1157,4.5509996,0
1,H0100036,P0100046,1,18,3,-15.77126496,35.04839106,1134,4.5509996,0
1,H0100036,P0100047,1,21,3,-15.77126496,35.04839106,1134,4.5509996,0
1,H0100036,P0100054,2,56,2,-15.77126496,35.04839106,1134,4.5509996,0
1,H0100036,P0100048,2,20,3,-15.77126496,35.04839106,1134,4.5509996,0
1,H0100037,P0100053,1,35,3,-15.77134926,35.04857075,1124,4.5509996,0
1,H0100037,P0100049,2,33,3,-15.77134926,35.04857075,1124,4.5509996,0
1,H0100043,P0100082,2,62,3,-15.77342615,35.04842917,1132.1999511719,39,0
1,H0100043,P0100263,2,28,3,-15.77342615,35.04842917,1132.1999511719,39,0
1,H0100043,P0100081,1,68,3,-15.77342615,35.04842917,1132.1999511719,39,0
1,H0100043,P0100264,2,26,3,-15.77342615,35.04842917,1132.1999511719,39,0
1,H0100046,P0100273,2,26,3,-15.77304527,35.04781378,1125,110,0
1,H0100047,P0100064,2,37,3,-15.77316663,35.04768524,1135,42,0
1,H0100049,P0100067,2,25,3,-15.77293192,35.04769398,1129.1999511719,65,0
1,H0100051,P0100073,2,19,3,-15.77314713,35.04808073,1126.5,5,0
1,H0100051,P0100070,2,46,2,-15.77314713,35.04808073,1126.5,5,0
1,H0100051,P0100074,2,38,3,-15.77314713,35.04808073,1126.5,5,0
1,H0100052,P0100078,1,19,3,-15.77317272,35.04806449,1139.5999755859,21,0
1,H0100052,P0100077,2,19,3,-15.77317272,35.04806449,1139.5999755859,21,0
1,H0100052,P0100080,2,33,2,-15.77317272,35.04806449,1139.5999755859,21,0
1,H0100052,P0100076,2,22,3,-15.77317272,35.04806449,1139.5999755859,21,0
1,H0100052,P0100075,2,20,3,-15.77317272,35.04806449,1139.5999755859,21,0
1,H0100052,P0100079,2,24,3,-15.77317272,35.04806449,1139.5999755859,21,0
1,H0100064,P0100085,2,48,3,-15.77191892,35.0474906,1131.3000488281,12,0
1,H0100064,P0100086,2,28,3,-15.77191892,35.0474906,1131.3000488281,12,0
1,H0100065,P0100087,1,76,3,-15.77198357,35.04741506,1131.6999511719,16,0
1,H0100066,P0100088,2,46,2,-15.77202852,35.04736698,1145.0999755859,13,0
1,H0100067,P0100089,2,25,3,-15.77185677,35.04718178,1108.5,11,0
1,H0100067,P0100260,1,26,5,-15.77185677,35.04718178,1108.5,11,0
1,H0100068,P0100257,2,46,3,-15.77164335,35.04689135,1124.5999755859,29,0
1,H0100069,P0100092,1,49,2,-15.77176157,35.0470948,1118.6999511719,5,0
1,H0100070,P0100094,1,46,3,-15.77156565,35.04702718,1121.1999511719,61,0
1,H0100070,P0100095,2,21,3,-15.77156565,35.04702718,1121.1999511719,61,0
1,H0100070,P0100093,2,38,3,-15.77156565,35.04702718,1121.1999511719,61,0
1,H0100071,P0100096,2,31,2,-15.77140026,35.0468329,1119.1999511719,11,0
1,H0100072,P0100097,1,37,3,-15.77118973,35.04682687,1119.8000488281,10,0
1,H0100074,P0100099,2,39,5,-15.77359875,35.04960537,1144.8000488281,21,0
1,H0100074,P0100100,2,20,5,-15.77359875,35.04960537,1144.8000488281,21,0
1,H0100075,P0100102,2,33,3,-15.77352318,35.04926464,1140.4000244141,40,0
1,H0100075,P0100101,2,63,2,-15.77352318,35.04926464,1140.4000244141,40,0
1,H0100076,P0100259,2,28,3,-15.77356846,35.04919697,1138,5,0
1,H0100076,P0100103,1,38,5,-15.77356846,35.04919697,1138,5,0
1,H0100077,P0100105,2,22,2,-15.77414536,35.0491388,1141.3000488281,10,0
1,H0100077,P0100104,1,33,2,-15.77414536,35.0491388,1141.3000488281,10,0
1,H0100078,P0100254,2,41,3,-15.77423042,35.04947765,1140.1999511719,22,0
1,H0100078,P0100253,2,20,3,-15.77423042,35.04947765,1140.1999511719,22,0
1,H0100079,P0100256,2,19,2,-15.77440703,35.04956758,1141.1999511719,5,0
1,H0100079,P0100255,2,35,2,-15.77440703,35.04956758,1141.1999511719,5,0
1,H0100085,P0100190,2,22,3,-15.77354538,35.05173118,1150.4000244141,14,0
1,H0100085,P0100193,1,25,3,-15.77354538,35.05173118,1150.4000244141,14,0
1,H0100085,P0100192,2,20,3,-15.77354538,35.05173118,1150.4000244141,14,0
1,H0100085,P0100191,2,42,3,-15.77354538,35.05173118,1150.4000244141,14,0
1,H0100086,P0100214,2,19,3,-15.77316207,35.05078153,1164.5999755859,19,0
1,H0100087,P0100210,1,37,3,-15.77332302,35.04991983,1143.5999755859,35,0
1,H0100087,P0100196,2,21,3,-15.77332302,35.04991983,1143.5999755859,35,0
1,H0100087,P0100213,2,24,3,-15.77332302,35.04991983,1143.5999755859,35,0
1,H0100087,P0100195,2,32,3,-15.77332302,35.04991983,1143.5999755859,35,0
1,H0100087,P0100203,2,60,3,-15.77332302,35.04991983,1143.5999755859,35,0
1,H0100088,P0100198,2,37,3,-15.77304247,35.04970498,1150.0999755859,48,0
1,H0100089,P0100199,2,23,5,-15.77299198,35.04898101,1131.9000244141,14,0
1,H0100089,P0100061,1,33,5,-15.77299198,35.04898101,1131.9000244141,14,0
1,H0100090,P0100201,2,32,3,-15.77350568,35.05129381,1202,10,0
1,H0100090,P0100200,2,33,3,-15.77350568,35.05129381,1202,10,0
1,H0100091,P0100212,1,23,3,-15.77392547,35.05083605,1161.8000488281,8,0
1,H0100091,P0100202,1,23,5,-15.77392547,35.05083605,1161.8000488281,8,0
1,H0100092,P0100204,2,26,3,-15.77413917,35.05045209,1163.0999755859,58,0
1,H0100093,P0100205,2,54,3,-15.77422654,35.05075963,1163,56,0
1,H0100093,P0100206,1,21,3,-15.77422654,35.05075963,1163,56,0
1,H0100094,P0100209,1,53,3,-15.77386428,35.05092562,1159.1999511719,28,0
1,H0100094,P0100207,2,46,2,-15.77386428,35.05092562,1159.1999511719,28,0
1,H0100094,P0100211,2,20,3,-15.77386428,35.05092562,1159.1999511719,28,0
1,H0100094,P0100208,2,24,3,-15.77386428,35.05092562,1159.1999511719,28,0
1,H0100095,P0100233,1,46,3,-15.77386006,35.05149375,1165.4000244141,48,0
1,H0100097,P0100246,1,30,3,-15.77387305,35.05079603,1154,15,0
1,H0100097,P0100247,2,21,3,-15.77387305,35.05079603,1154,15,0
1,H0100099,P0100249,1,33,3,-15.77435776,35.05092388,1162.4000244141,59,0
1,H0100099,P0100060,1,27,3,-15.77435776,35.05092388,1162.4000244141,59,0
1,H0100100,P0100250,2,23,3,-15.77418451,35.05098657,1162.5999755859,17,0
1,H0100106,P0100127,2,34,3,-15.77242529,35.04604775,1111.9000244141,31,0
1,H0100107,P0100128,2,37,3,-15.77255963,35.04949523,1153,17,0
1,H0100108,P0100142,2,35,5,-15.77296777,35.0490917,1151,5,0
1,H0100108,P0100129,2,80,3,-15.77296777,35.0490917,1151,5,0
1,H0100109,P0100131,2,26,3,-15.77283892,35.04839586,1141.6999511719,10,0
1,H0100109,P0100130,1,42,3,-15.77283892,35.04839586,1141.6999511719,10,0
1,H0100110,P0100133,1,39,3,-15.77225457,35.04855909,1119.6999511719,5,0
1,H0100110,P0100134,2,26,3,-15.77225457,35.04855909,1119.6999511719,5,0
1,H0100111,P0100135,1,21,3,-15.77212062,35.04858422,1126.5999755859,26,0
1,H0100112,P0100136,2,42,3,-15.77227988,35.05007544,1127.1999511719,43,0
1,H0100112,P0100140,1,47,3,-15.77227988,35.05007544,1127.1999511719,43,0
1,H0100112,P0100137,1,21,3,-15.77227988,35.05007544,1127.1999511719,43,0
1,H0100113,P0100138,2,28,3,-15.77251692,35.04623219,1108.0999755859,17,0
1,H0100113,P0100141,1,20,3,-15.77251692,35.04623219,1108.0999755859,17,0
1,H0100127,P0100106,1,53,5,-15.77277901,35.05067722,1152,4.5509996,0
1,H0100127,P0100107,1,19,3,-15.77277901,35.05067722,1152,4.5509996,0
1,H0100127,P0100108,1,21,3,-15.77277901,35.05067722,1152,4.5509996,0
1,H0100128,P0100109,2,37,3,-15.77276734,35.05033302,1148,4.5509996,0
1,H0100130,P0100111,2,37,2,-15.77228084,35.05023998,1159,4.5509996,0
1,H0100130,P0100113,1,21,3,-15.77228084,35.05023998,1159,4.5509996,0
1,H0100131,P0100149,1,24,3,-15.77234183,35.05021311,1161,4.5509996,0
1,H0100131,P0100116,1,24,3,-15.77234183,35.05021311,1161,4.5509996,0
1,H0100131,P0100114,2,51,3,-15.77234183,35.05021311,1161,4.5509996,0
1,H0100131,P0100115,2,29,3,-15.77234183,35.05021311,1161,4.5509996,0
1,H0100131,P0100151,1,33,3,-15.77234183,35.05021311,1161,4.5509996,0
1,H0100132,P0100119,2,19,3,-15.77303813,35.04914345,1156,4.5509996,0
1,H0100132,P0100150,1,30,3,-15.77303813,35.04914345,1156,4.5509996,0
1,H0100132,P0100118,2,21,3,-15.77303813,35.04914345,1156,4.5509996,0
1,H0100134,P0100123,1,31,3,-15.77229853,35.04854597,1128,4.5509996,0
1,H0100134,P0100124,2,28,3,-15.77229853,35.04854597,1128,4.5509996,0
1,H0100135,P0100126,2,28,3,-15.77218388,35.04842552,1127,4.5509996,0
1,H0100135,P0100125,1,21,3,-15.77218388,35.04842552,1127,4.5509996,0
1,H0100136,P0100148,2,38,5,-15.77194216,35.04509144,1104,13.653,0
1,H0100148,P0100235,2,20,3,-15.77381567,35.05181622,1159.8000488281,22,0
1,H0100148,P0100234,2,52,3,-15.77381567,35.05181622,1159.8000488281,22,0
1,H0100148,P0100059,1,19,5,-15.77381567,35.05181622,1159.8000488281,22,0
1,H0100148,P0100232,1,29,3,-15.77381567,35.05181622,1159.8000488281,22,0
1,H0100150,P0100216,1,20,3,-15.7730683,35.04997532,1144.9000244141,52,0
1,H0100150,P0100251,2,36,3,-15.7730683,35.04997532,1144.9000244141,52,0
1,H0100150,P0100237,1,20,3,-15.7730683,35.04997532,1144.9000244141,52,0
1,H0100150,P0100245,2,41,2,-15.7730683,35.04997532,1144.9000244141,52,0
1,H0100150,P0100252,2,31,3,-15.7730683,35.04997532,1144.9000244141,52,0
1,H0100150,P0100238,1,20,3,-15.7730683,35.04997532,1144.9000244141,52,0
1,H0100151,P0100241,2,23,3,-15.77299745,35.04895401,1137.9000244141,23,0
1,H0100151,P0100215,1,26,3,-15.77299745,35.04895401,1137.9000244141,23,0
1,H0100151,P0100240,2,38,3,-15.77299745,35.04895401,1137.9000244141,23,0
1,H0100152,P0100062,1,21,3,-15.77299899,35.04932458,1138.8000488281,27,0
1,H0100152,P0100243,1,31,2,-15.77299899,35.04932458,1138.8000488281,27,0
1,H0100152,P0100063,1,22,3,-15.77299899,35.04932458,1138.8000488281,27,0
1,H0100152,P0100242,1,37,3,-15.77299899,35.04932458,1138.8000488281,27,0
2,H0200001,P0200068,1,19,3,-15.77311344,35.04576116,1123.1999511719,38,0
2,H0200001,P0200066,1,32,3,-15.77311344,35.04576116,1123.1999511719,38,0
2,H0200001,P0200067,1,32,3,-15.77311344,35.04576116,1123.1999511719,38,0
2,H0200002,P0200070,2,38,2,-15.77319014,35.04551814,1119.5,100,0
2,H0200003,P0200072,1,24,3,-15.77773127,35.04582574,1129.0999755859,38,0
2,H0200003,P0200071,1,23,3,-15.77773127,35.04582574,1129.0999755859,38,0
2,H0200003,P0200048,2,25,3,-15.77773127,35.04582574,1129.0999755859,38,0
2,H0200003,P0200073,1,29,5,-15.77773127,35.04582574,1129.0999755859,38,0
2,H0200004,P0200062,1,22,2,-15.77666489,35.04637288,1142.3000488281,34,0
2,H0200004,P0200065,2,19,5,-15.77666489,35.04637288,1142.3000488281,34,0
2,H0200004,P0200075,2,46,2,-15.77666489,35.04637288,1142.3000488281,34,0
2,H0200004,P0200074,2,22,3,-15.77666489,35.04637288,1142.3000488281,34,0
2,H0200004,P0200064,1,73,5,-15.77666489,35.04637288,1142.3000488281,34,0
2,H0200007,P0200079,2,23,3,-15.77771032,35.04640064,1135.5,14,0
2,H0200007,P0200078,1,21,3,-15.77771032,35.04640064,1135.5,14,0
2,H0200008,P0200082,2,19,3,-15.77774227,35.0458778,1146.8000488281,24,0
2,H0200008,P0200049,2,35,3,-15.77774227,35.0458778,1146.8000488281,24,0
2,H0200008,P0200080,1,22,3,-15.77774227,35.0458778,1146.8000488281,24,0
2,H0200009,P0200083,2,32,3,-15.7773987,35.04634383,1146.4000244141,24,0
2,H0200010,P0200250,1,23,3,-15.77706033,35.04608063,1157,92,0
2,H0200010,P0200084,2,54,3,-15.77706033,35.04608063,1157,92,0
2,H0200010,P0200251,1,25,3,-15.77706033,35.04608063,1157,92,0
2,H0200011,P0200248,2,30,3,-15.77716057,35.04642082,1143.5999755859,48,0
2,H0200011,P0200252,1,24,3,-15.77716057,35.04642082,1143.5999755859,48,0
2,H0200012,P0200234,2,33,3,-15.77734899,35.04610558,1139.5,13,0
2,H0200012,P0200235,1,21,3,-15.77734899,35.04610558,1139.5,13,0
2,H0200017,P0200244,2,23,3,-15.77674574,35.04630623,1136.5,82,0
2,H0200017,P0200243,2,29,2,-15.77674574,35.04630623,1136.5,82,0
2,H0200018,P0200245,2,20,3,-15.77752727,35.04644168,1133.3000488281,24,0
2,H0200018,P0200246,1,32,3,-15.77752727,35.04644168,1133.3000488281,24,0
2,H0200019,P0200063,2,26,3,-15.77671164,35.0457132,1139.0999755859,10,0
2,H0200019,P0200247,2,20,3,-15.77671164,35.0457132,1139.0999755859,10,0
2,H0200020,P0200249,2,22,3,-15.77324073,35.04580195,1140.8000488281,88,0
2,H0200020,P0200047,2,19,3,-15.77324073,35.04580195,1140.8000488281,88,0
2,H0200022,P0200099,2,23,2,-15.77443324,35.04529285,1126,56,0
2,H0200022,P0200169,1,24,3,-15.77443324,35.04529285,1126,56,0
2,H0200023,P0200170,1,46,3,-15.7744189,35.04531531,1131.3000488281,113,0
2,H0200024,P0200172,2,40,3,-15.77434693,35.04555701,1139.5999755859,59,0
2,H0200024,P0200171,2,19,3,-15.77434693,35.04555701,1139.5999755859,59,0
2,H0200025,P0200173,2,40,2,-15.77473451,35.04499844,1126,10,0
2,H0200026,P0200086,2,20,3,-15.77493605,35.04494948,1119.9000244141,12,0
2,H0200026,P0200175,2,19,3,-15.77493605,35.04494948,1119.9000244141,12,0
2,H0200026,P0200176,1,21,3,-15.77493605,35.04494948,1119.9000244141,12,0
2,H0200026,P0200178,2,25,3,-15.77493605,35.04494948,1119.9000244141,12,0
2,H0200026,P0200177,2,19,3,-15.77493605,35.04494948,1119.9000244141,12,0
2,H0200026,P0200174,2,50,3,-15.77493605,35.04494948,1119.9000244141,12,0
2,H0200027,P0200087,2,21,3,-15.7749905,35.04524966,1121.3000488281,19,0
2,H0200027,P0200088,2,23,3,-15.7749905,35.04524966,1121.3000488281,19,0
2,H0200028,P0200090,1,20,3,-15.77435509,35.04472872,1109.5999755859,16,0
2,H0200028,P0200089,2,30,2,-15.77435509,35.04472872,1109.5999755859,16,0
2,H0200029,P0200091,2,25,2,-15.77425226,35.04441017,1126.0999755859,23,0
2,H0200030,P0200098,2,44,3,-15.77371029,35.04429943,1115.0999755859,32,0
2,H0200030,P0200092,1,50,2,-15.77371029,35.04429943,1115.0999755859,32,0
2,H0200031,P0200095,2,26,3,-15.77330235,35.04493296,1118.4000244141,122,0
2,H0200031,P0200094,2,29,3,-15.77330235,35.04493296,1118.4000244141,122,0
2,H0200031,P0200097,2,34,3,-15.77330235,35.04493296,1118.4000244141,122,0
2,H0200031,P0200096,1,28,3,-15.77330235,35.04493296,1118.4000244141,122,0
2,H0200043,P0200181,1,23,3,-15.77542591,35.04772328,1153.4000244141,10,0
2,H0200043,P0200034,1,31,3,-15.77542591,35.04772328,1153.4000244141,10,0
2,H0200043,P0200180,2,26,3,-15.77542591,35.04772328,1153.4000244141,10,0
2,H0200044,P0200182,2,23,5,-15.77553177,35.04766731,1153.6999511719,11,0
2,H0200045,P0200028,1,28,3,-15.77529231,35.04831764,1143,12,0
2,H0200045,P0200029,1,26,3,-15.77529231,35.04831764,1143,12,0
2,H0200045,P0200183,2,26,5,-15.77529231,35.04831764,1143,12,0
2,H0200046,P0200184,1,68,5,-15.77529211,35.04823829,1141.8000488281,9,0
2,H0200048,P0200041,2,33,2,-15.77615425,35.04789389,1143.4000244141,5,0
2,H0200048,P0200030,1,52,2,-15.77615425,35.04789389,1143.4000244141,5,0
2,H0200048,P0200032,1,22,3,-15.77615425,35.04789389,1143.4000244141,5,0
2,H0200048,P0200033,2,19,3,-15.77615425,35.04789389,1143.4000244141,5,0
2,H0200050,P0200189,2,55,2,-15.77530648,35.04637998,1142.8000488281,3,0
2,H0200051,P0200039,2,19,3,-15.77520459,35.0471442,1140.3000488281,42,0
2,H0200051,P0200035,1,27,3,-15.77520459,35.0471442,1140.3000488281,42,0
2,H0200051,P0200038,2,26,3,-15.77520459,35.0471442,1140.3000488281,42,0
2,H0200051,P0200040,2,35,3,-15.77520459,35.0471442,1140.3000488281,42,0
2,H0200052,P0200031,1,20,3,-15.77520769,35.04783739,1135.8000488281,4,0
2,H0200052,P0200036,2,33,3,-15.77520769,35.04783739,1135.8000488281,4,0
2,H0200064,P0200254,1,20,3,-15.77526231,35.04553149,1073,25.789,0
2,H0200064,P0200179,2,41,2,-15.77526231,35.04553149,1073,25.789,0
2,H0200064,P0200253,2,76,3,-15.77526231,35.04553149,1073,25.789,0
2,H0200065,P0200002,1,24,5,-15.77546917,35.04534285,1144,4.5509996,0
2,H0200065,P0200255,2,21,3,-15.77546917,35.04534285,1144,4.5509996,0
2,H0200066,P0200256,2,24,3,-15.77497656,35.04550603,1135,4.5509996,0
2,H0200066,P0200003,1,26,3,-15.77497656,35.04550603,1135,4.5509996,0
2,H0200067,P0200257,2,29,3,-15.77490126,35.04553515,1129,4.5509996,0
2,H0200068,P0200261,1,21,3,-15.77478635,35.04587463,1119,4.5509996,0
2,H0200068,P0200260,1,21,3,-15.77478635,35.04587463,1119,4.5509996,0
2,H0200068,P0200258,1,33,3,-15.77478635,35.04587463,1119,4.5509996,0
2,H0200070,P0200004,1,21,3,-15.77466364,35.0463919,1132,4.5509996,0
2,H0200071,P0200265,1,20,3,-15.77491867,35.04644885,1140,4.5509996,0
2,H0200071,P0200266,2,21,3,-15.77491867,35.04644885,1140,4.5509996,0
2,H0200071,P0200264,1,21,3,-15.77491867,35.04644885,1140,4.5509996,0
2,H0200072,P0200267,2,42,3,-15.77502448,35.04613473,1136,4.5509996,0
2,H0200073,P0200269,2,28,3,-15.77519357,35.04659387,1127,4.5509996,0
2,H0200074,P0200272,2,20,3,-15.77566253,35.04684457,1136,4.5509996,0
2,H0200074,P0200271,2,40,3,-15.77566253,35.04684457,1136,4.5509996,0
2,H0200075,P0200037,1,49,2,-15.77532172,35.04827307,1146,4.5509996,0
2,H0200075,P0200273,2,45,2,-15.77532172,35.04827307,1146,4.5509996,0
2,H0200085,P0200274,1,25,3,-15.77621277,35.04531041,1132.0999755859,5,0
2,H0200086,P0200275,1,30,3,-15.77579823,35.04473409,1120.3000488281,5,0
2,H0200086,P0200276,2,19,3,-15.77579823,35.04473409,1120.3000488281,5,0
2,H0200086,P0200149,1,24,3,-15.77579823,35.04473409,1120.3000488281,5,0
2,H0200087,P0200277,1,34,3,-15.77572746,35.04457624,1129.5,13,0
2,H0200087,P0200150,2,22,3,-15.77572746,35.04457624,1129.5,13,0
2,H0200088,P0200278,2,23,3,-15.77563076,35.0444664,1125.4000244141,5,0
2,H0200088,P0200218,2,31,5,-15.77563076,35.0444664,1125.4000244141,5,0
2,H0200089,P0200153,2,57,3,-15.77531255,35.0446164,1126.3000488281,5,0
2,H0200089,P0200279,2,29,3,-15.77531255,35.0446164,1126.3000488281,5,0
2,H0200090,P0200281,2,24,3,-15.77538594,35.04500706,1119.5,9,0
2,H0200090,P0200280,2,31,3,-15.77538594,35.04500706,1119.5,9,0
2,H0200091,P0200282,2,37,3,-15.77616921,35.04411298,1127.6999511719,3,0
2,H0200091,P0200290,1,43,3,-15.77616921,35.04411298,1127.6999511719,3,0
2,H0200092,P0200283,1,36,3,-15.77572291,35.04414605,1123,17,0
2,H0200092,P0200284,2,56,2,-15.77572291,35.04414605,1123,17,0
2,H0200093,P0200160,2,62,3,-15.77530674,35.044,1114.6999511719,14,0
2,H0200093,P0200286,2,29,3,-15.77530674,35.044,1114.6999511719,14,0
2,H0200094,P0200163,2,38,3,-15.77484654,35.04413037,1120.9000244141,12,0
2,H0200094,P0200289,2,21,3,-15.77484654,35.04413037,1120.9000244141,12,0
2,H0200095,P0200291,2,26,3,-15.77359557,35.04606642,1124.5,51,0
2,H0200095,P0200292,2,60,3,-15.77359557,35.04606642,1124.5,51,0
2,H0200095,P0200167,1,30,3,-15.77359557,35.04606642,1124.5,51,0
2,H0200095,P0200221,1,21,3,-15.77359557,35.04606642,1124.5,51,0
2,H0200096,P0200293,1,28,3,-15.77375324,35.04622867,1126.8000488281,7,0
2,H0200096,P0200220,1,82,3,-15.77375324,35.04622867,1126.8000488281,7,0
2,H0200097,P0200294,2,21,5,-15.77328249,35.04636533,1126.6999511719,5,0
2,H0200098,P0200127,1,22,3,-15.77335342,35.04661076,1120.5,5,0
2,H0200099,P0200129,2,33,3,-15.77321141,35.04678593,1127.6999511719,12,0
2,H0200099,P0200130,1,29,3,-15.77321141,35.04678593,1127.6999511719,12,0
2,H0200099,P0200128,1,39,3,-15.77321141,35.04678593,1127.6999511719,12,0
2,H0200100,P0200131,2,59,3,-15.77295329,35.04668415,1115.5,10,0
2,H0200100,P0200216,1,71,3,-15.77295329,35.04668415,1115.5,10,0
2,H0200100,P0200215,1,36,3,-15.77295329,35.04668415,1115.5,10,0
2,H0200100,P0200133,2,25,3,-15.77295329,35.04668415,1115.5,10,0
2,H0200100,P0200132,1,22,2,-15.77295329,35.04668415,1115.5,10,0
2,H0200101,P0200134,2,19,3,-15.77283975,35.04663214,1119.6999511719,9,0
2,H0200101,P0200135,2,31,2,-15.77283975,35.04663214,1119.6999511719,9,0
2,H0200102,P0200136,2,51,4,-15.77289262,35.04652382,1115.5999755859,5,0
2,H0200102,P0200137,2,58,3,-15.77289262,35.04652382,1115.5999755859,5,0
2,H0200103,P0200140,1,19,3,-15.77399638,35.04665929,1124,5,0
2,H0200103,P0200139,1,20,3,-15.77399638,35.04665929,1124,5,0
2,H0200106,P0200148,2,19,3,-15.77621833,35.04514047,1131.1999511719,26,0
2,H0200107,P0200151,1,50,5,-15.77576112,35.04440544,1126.5,4,0
2,H0200107,P0200152,2,22,3,-15.77576112,35.04440544,1126.5,4,0
2,H0200108,P0200155,1,52,3,-15.77542684,35.04507997,1123.0999755859,5,0
2,H0200108,P0200154,2,47,3,-15.77542684,35.04507997,1123.0999755859,5,0
2,H0200109,P0200156,2,37,3,-15.77625987,35.04412818,1132.8000488281,9,0
2,H0200110,P0200141,1,35,3,-15.77568322,35.04411487,1124.5,21,0
2,H0200110,P0200157,2,32,3,-15.77568322,35.04411487,1124.5,21,0
2,H0200111,P0200285,2,30,2,-15.77564,35.04370217,1124.5,10,0
2,H0200111,P0200158,1,45,4,-15.77564,35.04370217,1124.5,10,0
2,H0200112,P0200222,1,21,3,-15.77532895,35.04400707,1113.1999511719,12,0
2,H0200112,P0200159,2,41,3,-15.77532895,35.04400707,1113.1999511719,12,0
2,H0200113,P0200287,2,45,2,-15.77490517,35.04415863,1119.0999755859,13,0
