age,gender
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,female
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,female
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,female
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,female
0.33333334,male
0.33333334,female
0.33333334,female
0.33333334,male
0.33333334,male
0.33333334,female
0.33333334,female
0.33333334,male
0.33401778,female
0.33401778,male
0.33401778,male
0.33675563,male
0.33675563,male
0.33949348,male
0.33949348,male
0.33949348,male
0.34223136,female
0.34223136,male
0.34496921,female
0.34496921,female
0.34496921,female
0.34496921,female
0.34496921,male
0.34496921,female
0.34496921,male
0.34496921,male
0.34496921,female
0.34770706,male
0.35044491,female
0.35044491,male
0.35318276,female
0.35318276,male
0.35318276,male
0.35318276,male
0.35318276,female
0.35318276,male
0.35318276,female
0.35318276,male
0.35592061,male
0.35592061,female
0.35592061,male
0.35592061,male
0.35592061,female
0.35865846,female
0.35865846,female
0.36139631,female
0.36139631,female
0.36139631,male
0.36139631,female
0.36139631,female
0.36139631,female
0.36139631,female
0.36139631,female
0.36139631,male
0.36413416,female
0.36413416,female
0.36413416,female
0.36413416,female
0.36687201,female
0.36687201,female
0.36687201,male
0.36960986,female
0.36960986,male
0.36960986,female
0.37234771,male
0.37234771,female
0.37234771,male
0.37234771,female
0.37508556,female
0.37508556,female
0.37782341,male
0.37782341,male
0.37782341,male
0.37782341,male
0.37782341,male
0.37782341,male
0.37782341,female
0.37782341,female
0.37782341,female
0.38056126,female
0.38056126,male
0.38056126,male
0.38329911,male
0.38329911,male
0.38603696,female
0.38603696,female
0.38877481,male
0.38877481,male
0.38877481,female
0.38877481,male
0.38877481,male
0.39151266,male
0.39425051,male
0.39425051,male
0.39425051,male
0.39425051,male
0.39698836,male
0.39698836,male
0.39698836,male
0.39972621,male
0.39972621,female
0.39972621,female
0.39972621,female
0.40246406,female
0.40246406,female
0.40520191,male
0.40520191,female
0.40520191,male
0.40520191,male
0.41067761,male
0.41067761,male
0.41067761,male
0.41341546,female
0.41341546,male
0.41615331,male
0.41615331,female
0.41615331,female
0.41615331,female
0.41615331,female
0.41615331,female
0.41615331,female
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,male
0.41666666,female
0.41666666,female
0.41666666,male
0.41889116,female
0.41889116,male
0.41889116,male
0.41889116,female
0.41889116,male
0.41889116,male
0.42162901,female
0.42162901,male
0.42162901,female
0.42162901,male
0.42162901,female
0.42162901,female
0.42436686,male
0.42710471,male
0.42710471,male
0.42710471,female
0.42710471,male
0.43258041,female
0.43258041,male
0.43258041,male
0.43258041,male
0.43531826,female
0.43805611,female
0.43805611,female
0.43805611,male
0.44079399,female
0.44079399,male
0.44079399,male
0.44079399,male
0.44353184,female
0.44626969,male
0.44626969,female
0.44626969,female
0.44626969,female
0.44900754,female
0.45174539,male
0.45174539,female
0.45448324,male
0.45448324,female
0.45722109,male
0.45722109,male
0.45722109,male
0.45722109,male
0.45995894,male
0.45995894,female
0.45995894,male
0.45995894,male
0.45995894,male
0.46269679,female
0.46543464,male
0.46543464,male
0.46543464,male
0.46817249,female
0.46817249,female
0.47091034,female
0.47091034,female
0.47091034,female
0.47091034,male
0.47091034,female
0.47091034,female
0.47364819,male
0.47364819,male
0.47364819,female
0.47638604,female
0.47638604,female
0.47638604,male
0.47912389,female
0.47912389,male
0.48186174,male
0.48186174,female
0.48459959,female
0.48459959,male
0.48459959,female
0.48459959,male
0.48459959,female
0.48733744,female
0.48733744,female
0.48733744,female
0.49281314,male
0.49281314,female
0.49281314,male
0.49281314,female
0.49555099,female
0.49555099,male
0.49555099,male
0.49555099,male
0.49555099,female
0.49555099,male
0.49828884,male
0.49828884,male
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,male
0.5,male
0.5,male
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,male
0.5,female
0.5,female
0.5,male
0.5,female
0.5,male
0.5,female
0.5,male
0.5,male
0.5,female
0.5,male
0.5,male
0.5,male
0.5,male
0.5,female
0.5,male
0.5,male
0.5,male
0.5,male
0.5,male
0.5,male
0.5,female
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,male
0.5,male
0.5,male
0.5,female
0.5,male
0.5,female
0.5,male
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,male
0.5,male
0.5,female
0.5,male
0.5,male
0.5,male
0.5,male
0.5,male
0.5,male
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,male
0.5,male
0.5,male
0.5,male
0.5,male
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,male
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,male
0.5,female
0.5,female
0.5,male
0.5,male
0.5,male
0.5,female
0.5,male
0.5,male
0.5,male
0.5,male
0.5,male
0.5,female
0.5,female
0.5,male
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,female
0.5,male
0.5,male
0.5,female
0.5,female
0.5,male
0.5,male
0.5,male
0.5,male
0.50102669,male
0.50102669,female
0.50102669,female
0.50376457,male
0.50376457,male
0.50376457,female
0.50376457,male
0.50376457,male
0.50376457,female
0.50650239,female
0.50650239,female
0.50650239,male
0.50650239,female
0.50924027,female
0.50924027,female
0.51197809,female
0.51197809,female
0.51197809,male
0.51471597,male
0.51471597,female
0.51471597,male
0.51471597,female
0.51471597,female
0.51745379,female
0.51745379,male
0.51745379,female
0.52019167,female
0.52019167,male
0.52019167,male
0.52292949,female
0.52292949,male
0.52292949,female
0.52566737,female
0.52840519,female
0.52840519,male
0.52840519,female
0.52840519,male
0.52840519,female
0.53114307,female
0.53114307,male
0.53114307,male
0.53114307,male
0.53114307,male
0.53388089,female
0.53388089,male
0.53388089,female
0.53661877,female
0.53661877,female
0.53661877,male
0.53935659,male
0.53935659,male
0.53935659,male
0.53935659,female
0.53935659,female
0.53935659,female
0.54209447,male
0.54483229,male
0.54483229,male
0.54483229,male
0.54757017,male
0.55578369,male
0.55578369,male
0.55578369,female
0.55578369,male
0.55852157,female
0.55852157,male
0.55852157,male
0.55852157,female
0.55852157,female
0.55852157,female
0.56125939,male
0.56125939,female
0.56125939,female
0.56125939,male
0.56125939,female
0.56125939,male
0.56399727,female
0.56399727,male
0.56399727,female
0.56399727,female
0.56673509,male
0.56673509,male
0.56673509,male
0.56673509,male
0.56673509,male
0.56673509,male
0.56947297,male
0.56947297,female
0.56947297,female
0.56947297,male
0.57221079,male
0.57768649,male
0.57768649,male
0.57768649,male
0.57768649,male
0.58316219,female
0.58316219,male
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,female
0.58333331,male
0.58333331,female
0.58333331,male
0.58333331,male
0.58590007,male
0.58590007,male
0.58590007,male
0.58590007,female
0.58863795,male
0.58863795,male
0.59137577,female
0.59137577,male
0.59137577,male
0.59137577,female
0.59137577,female
0.59137577,female
0.59411365,female
0.59411365,male
0.59411365,male
0.59411365,female
0.59685147,female
0.59685147,female
0.59685147,male
0.59685147,female
0.59958935,male
0.59958935,female
0.60232717,male
0.60232717,male
0.60232717,female
0.60506505,male
0.60506505,female
0.60506505,female
0.60506505,female
0.60506505,female
0.60506505,male
0.60780287,male
0.60780287,female
0.60780287,female
0.60780287,male
0.61054075,female
0.61054075,male
0.61054075,male
0.61054075,female
0.61327857,male
0.61327857,male
0.61601645,male
0.61601645,male
0.61601645,male
0.61875427,female
0.61875427,female
0.61875427,male
0.61875427,female
0.61875427,male
0.62149215,male
0.62149215,male
0.62149215,male
0.62149215,female
0.62149215,female
0.62149215,male
0.62149215,female
0.62149215,male
0.62149215,female
0.62149215,female
0.62149215,male
0.62149215,male
0.62422997,female
0.62422997,male
0.62422997,female
0.62422997,male
0.62422997,female
0.62696785,male
0.62970567,male
0.62970567,female
0.62970567,female
0.62970567,male
0.63244355,female
0.63244355,male
0.63244355,male
0.63244355,male
0.63518137,male
0.63518137,male
0.63518137,female
0.63518137,male
0.63791925,female
0.63791925,male
0.63791925,female
0.63791925,male
0.63791925,female
0.63791925,male
0.64065707,male
0.64065707,female
0.64065707,female
0.64339495,male
0.64339495,female
0.64339495,male
0.64339495,male
0.64339495,female
0.64339495,male
0.64613277,female
0.64613277,male
0.65160847,male
0.65160847,female
0.65434635,female
0.65434635,male
0.65434635,female
0.65708417,female
0.65708417,male
0.65708417,female
0.65982205,female
0.65982205,female
0.66255987,female
0.66255987,male
0.66255987,male
0.66529775,male
0.66529775,male
0.66529775,female
0.66529775,male
0.66529775,male
0.66529775,female
0.66529775,female
0.66529775,male
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,male
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,male
0.66666669,female
0.66666669,female
0.66666669,female
0.66666669,male
0.66803557,female
0.66803557,male
0.66803557,female
0.66803557,male
0.66803557,female
0.66803557,female
0.67077345,male
0.67077345,female
0.67077345,male
0.67351127,male
0.67351127,male
0.67351127,female
0.67351127,female
0.67351127,female
0.67351127,female
0.67624915,male
0.67624915,male
0.67624915,female
0.67624915,male
0.67624915,female
0.67898697,female
0.67898697,male
0.67898697,male
0.67898697,female
0.68172485,female
0.68172485,male
0.68172485,male
0.68720055,male
0.68720055,female
0.68720055,male
0.68720055,male
0.68720055,female
0.68993843,female
0.68993843,female
0.68993843,female
0.68993843,male
0.68993843,male
0.69267625,female
0.69267625,male
0.69267625,male
0.69267625,male
0.69541413,female
0.69541413,female
0.69541413,male
0.69541413,female
0.69815195,male
0.69815195,male
0.69815195,female
0.70088983,male
0.70088983,female
0.70088983,female
0.70088983,female
0.70088983,female
0.70088983,male
0.70362765,female
0.70362765,male
0.70362765,female
0.70636553,male
0.70910335,female
0.70910335,female
0.70910335,female
0.71184123,female
0.71457905,male
0.71457905,female
0.71457905,female
0.71457905,male
0.71731693,male
0.71731693,female
0.71731693,female
0.71731693,female
0.71731693,female
0.71731693,male
0.72005475,female
0.72279263,female
0.72279263,male
0.72279263,female
0.72279263,male
0.72553045,male
0.72553045,female
0.72553045,female
0.72826833,female
0.72826833,female
0.72826833,male
0.72826833,male
0.72826833,male
