crf_ver,joining_key,EPAL_LOCATION_LONGITUDE,EPAL_LOCATION_LATITUDE
2,uuid:3d5ee9a7-99b9-41d0-b9d3-7ec7547d8569,35.05254272,-15.77403466
2,uuid:69d9553b-1dad-4c4e-9355-a17378003d54,35.04332162,-15.77588441
2,uuid:d4436173-8aa4-4ee8-9463-3c9dd3790e33,35.04313856,-15.77591215
2,uuid:29bce284-3c20-422d-8503-57960e727c9b,35.04329614,-15.77594184
2,uuid:7ebdfbc5-c481-4fdd-b486-d2a8cda5ecf4,35.04322037,-15.77590764
2,uuid:cfce1dbd-e2b5-4b2b-baa5-726df2dd59d6,35.05262688,-15.77410274
2,uuid:961cfe95-7b19-490e-91cb-7432445c538f,35.04327737,-15.77595862
2,uuid:132997ab-4661-4824-a574-8a24f77e0986,35.04382789,-15.77604186
2,uuid:64297f86-f22b-4f6b-a514-44d0f239132f,35.04386544,-15.77593151
2,uuid:8f33c51c-6778-41ba-9d01-0b283857a4b5,35.0528324,-15.77400659
2,uuid:bf5b3078-a8e5-4077-94a8-3241b8a22be3,35.05301513,-15.77409177
2,uuid:95a8f7aa-ed95-4578-8192-9b6d26719b13,35.04336555,-15.77593893
2,uuid:b62047d5-61cd-4aff-b7be-f663cec8e383,35.04319154,-15.77590925
2,uuid:7ba499fc-d1ca-4795-9096-9b4a3e9d39fa,35.04503958,-15.77468545
2,uuid:13029a7c-5f61-4b18-b21a-0cf55ede3065,35.04368272,-15.77602508
2,uuid:36ddfbde-da85-44b5-b264-a6d146a7c186,35.04321467,-15.77582214
2,uuid:73ef4bd7-5597-4dc7-b661-bbfa74b84d96,35.04346613,-15.7771879
2,uuid:840815dd-a784-45b6-abf0-360be0b4e62b,35.04359454,-15.77724436
2,uuid:ef25fb3a-5019-45b4-b498-20e44a64bc5c,35.04358046,-15.77725727
2,uuid:799ffb59-2d4f-4e44-91fd-0e417260cb6b,35.04356436,-15.7772463
2,uuid:09b2dcf9-01a1-4f1e-8fdb-9f02648ecdb9,35.04357442,-15.77725468
2,uuid:e64f33b2-bc68-452f-a1f9-3a3b88f9884f,35.04358079,-15.77727243
2,uuid:c719cac9-5a83-4971-b08c-3c2de955a408,35.0435818,-15.77728792
2,uuid:1987599d-1b2f-4d4c-87c7-11d140d8d20e,35.04361432,-15.77725856
2,uuid:de9e1362-66c2-4017-b1c7-7f743ed7679d,35.04359622,-15.77727049
2,uuid:77401750-614a-408f-8959-c9bf7c577f3c,35.04360326,-15.77725275
2,uuid:720f7f18-451a-408b-982b-34c0e9c435bc,35.04360963,-15.77725081
2,uuid:fafcf90c-6995-4cba-ad02-2203d6340e57,35.04360896,-15.77726565
2,uuid:9a5d981b-074e-4ffe-a5f5-c28140b73e7c,35.04361298,-15.77726953
2,uuid:946d5b62-4354-4d8f-a0c3-c536dffbe73a,35.04360124,-15.77725533
2,uuid:378bc62c-2dab-42a7-9a8a-d4a5f9735e7e,35.04283011,-15.77740762
2,uuid:2b713aca-67a7-4c4e-bb45-fe494699a8e1,35.04359923,-15.77728598
2,uuid:d53a4353-d2d3-47c6-86a8-5a2597dfcd40,35.04357576,-15.77727437
2,uuid:6a844f80-1087-4049-8c8d-8cceaeca17d9,35.0435942,-15.77727759
2,uuid:815f559e-a38a-4197-9a5d-a27836593b45,35.04364248,-15.77725565
2,uuid:32470f83-eb57-44c6-948e-d3a0bad15d14,35.04361566,-15.77724501
2,uuid:55f6f65f-98a4-4972-ac1a-d09f15303081,35.04362505,-15.77728211
2,uuid:6514b0a5-d95a-4c58-8d84-b887da72f226,35.04360426,-15.77726791
2,uuid:6ae4c554-164c-498a-91e1-21e52265f593,35.04361868,-15.77727598
2,uuid:8d28454e-8d70-4ec8-86ac-9a770c5ad8be,35.04357979,-15.77726727
2,uuid:a1719d83-9725-4b76-8425-62008e2fe153,35.04359923,-15.77727243
2,uuid:ed51807f-4f56-48eb-9662-6ce376f62a84,35.04360259,-15.77726114
2,uuid:a812e901-95cd-4664-8324-e7cc85916099,35.04362203,-15.77725694
2,uuid:fcb592b0-1365-4880-91e6-0dfceb7435c5,35.04360259,-15.77727437
2,uuid:9ee4c19e-72f6-49f3-8188-d3bfa16f5dab,35.0394626,-15.77861947
2,uuid:7bac2b23-3307-4f8d-9c60-4084dce30c29,35.0436056,-15.77725952
2,uuid:5c51bea9-3623-4843-9fcf-c0a0b4edfed0,35.04358448,-15.77727533
2,uuid:71941c91-005b-4011-90d6-0aab684994a4,35.04357979,-15.77727759
2,uuid:d06e6907-7c65-45eb-8d7c-72703f113f39,35.04358247,-15.77728179
2,uuid:e9a16bf7-997d-4f42-b657-c63f9b87e660,35.0435989,-15.77727727
2,uuid:1c7216d3-5ccc-4fa9-a16c-b629419f052f,35.04360158,-15.77727727
2,uuid:041c696c-0dea-4af6-b107-35785f952589,35.04359756,-15.77727856
2,uuid:0c7718ef-cb42-48b5-985c-7912fd8d9ebc,35.04359756,-15.77727082
2,uuid:21a1c0ba-4f29-4abe-97c0-8213ed881190,35.04360627,-15.77727921
2,uuid:3e624f54-98c4-4b57-b974-48d223901efb,35.04359487,-15.77726598
2,uuid:180aa616-5668-48b3-ac16-fc9ca6b3230b,35.04362371,-15.7772592
2,uuid:66cad7ab-aa7c-4933-975d-4e3ba4523667,35.04347686,-15.77736503
2,uuid:d41c5d90-8bb9-4049-90a9-de3c32138057,35.04359588,-15.77728372
2,uuid:e1b31e09-69b0-4880-ab4b-6008bd17bf89,35.04360259,-15.77726759
2,uuid:91d147dc-a7b2-4d72-9f35-ad856b62b6e4,35.04358079,-15.77726017
2,uuid:61857d3b-072f-47fa-ad4d-e08cf1eb9e75,35.04364282,-15.77719467
2,uuid:c649b9cc-3649-4924-aed1-12b1c0e646cf,35.04358146,-15.77726469
2,uuid:0a99b7da-ce0f-42fe-8fca-2a56f7983d20,35.04360091,-15.77726598
2,uuid:c4ae1f03-f33a-484a-9cd1-924fbface439,35.04360661,-15.77725307
2,uuid:ce78616f-8dd6-482d-9673-f83e28c8e845,35.04361667,-15.77726211
2,uuid:4a75bf7a-6ea8-4fd6-8325-b5f32a3f2f6a,35.04359353,-15.77728566
2,uuid:3ed3cde1-dac1-4c5e-afe3-20ea00cb6d66,35.04358046,-15.77725501
2,uuid:64f5a9ad-0ff1-44fd-8c58-0e118ac67777,35.04358415,-15.77728759
2,uuid:faa21bdc-07e8-42ca-8973-222bf8f6594e,35.04358213,-15.77728469
2,uuid:16c7d61a-6c44-4a7b-866b-9745d88a64a8,35.0435989,-15.77725372
2,uuid:eac2eaa5-cbe6-4026-803c-34f9d0ef5436,35.04357409,-15.77726759
2,uuid:db7ec1d6-d3ea-49a4-a92b-f636e69dfbb6,35.04358549,-15.77727695
2,uuid:98bb1b72-4164-4b57-ac44-155c2c0bbc51,35.04326195,-15.77674942
2,uuid:eca9c306-eeb3-45e2-adfb-577a8f85a732,35.04333336,-15.7767562
2,uuid:8a69120f-0d06-468a-8a09-e5c89379b0b0,35.04361298,-15.77727437
2,uuid:ca030c14-0fd6-487a-961e-4d77f3f5f2e8,35.04359722,-15.77731502
2,uuid:f403aaed-1201-4f14-8f9d-6d17cb0033eb,35.04359052,-15.77725565
2,uuid:98de1a09-92ac-4a74-9419-86b2a1f4fbfa,35.04359152,-15.77725791
2,uuid:50891e50-897c-4764-aa27-a691a59705ac,35.04358683,-15.77728017
2,uuid:fbe037c3-93f8-4aba-a3fd-24c7354e032a,35.04358549,-15.77725888
2,uuid:19bcdca1-92cd-4521-8edc-d6fbd15483e8,35.04359856,-15.77728566
2,uuid:3392d542-a65e-4e16-9e2a-db6da51bb91a,35.04358113,-15.77728598
2,uuid:a8d89917-706f-4174-8ae6-a6fe61298351,35.04358213,-15.77727437
2,uuid:9b4ff018-9bae-4e03-8f8d-d0ee7a239434,35.04354794,-15.77727985
2,uuid:0d924e6e-aa96-4405-8a48-05be57ac4caf,35.04359957,-15.77729018
2,uuid:12ba455f-ffc8-42a3-8e6c-44512e1b15ea,35.04360829,-15.77725307
2,uuid:88b96b84-93d4-4540-963d-613672869751,35.04358314,-15.77728114
2,uuid:c2c891df-19ba-42e6-8662-6fc21ce2536b,35.04364952,-15.77712756
2,uuid:ae1c11e7-1645-4990-8f1b-abaf6987329c,35.03734332,-15.77716467
2,uuid:8b41a19a-ac94-499c-a2a2-4227fe72909a,35.04358012,-15.77723404
2,uuid:946ac2cc-de86-4146-8260-c47a8a553fdb,35.04358079,-15.77725791
2,uuid:4c1b1be7-fbe8-4bde-a33f-c56546031e95,35.04359622,-15.77727501
2,uuid:3cb9a414-4d2c-455f-b299-57d3ac6c8b09,35.04358985,-15.77726953
2,uuid:abfe5ba6-62ca-41e9-a2c5-880836bfc749,35.04362069,-15.77722823
2,uuid:5e00a6c5-813c-42b1-b547-c3ff0fd909f6,35.04356571,-15.7772592
2,uuid:0ead9b14-8fb7-49f3-b8a2-3f74a925bb57,35.04358817,-15.77725243
2,uuid:0fd38cbb-481e-4581-89b3-822b0f2beb87,35.04361264,-15.77725178
2,uuid:c8fd3368-7c6b-43fe-b8dc-68ea9f004252,35.04359622,-15.77725307
2,uuid:c501d1ce-4f5b-436c-95b1-8d3e03f49451,35.04360862,-15.77727469
2,uuid:13905a08-4c69-4651-9faf-2a3c6fbffc66,35.04359689,-15.77724565
2,uuid:36dde534-f4f7-4b5d-8c03-9161aa3aaed2,35.03740601,-15.77717241
2,uuid:08006f36-f201-4104-bfbe-16da89337a80,35.04359622,-15.77724726
2,uuid:5223caff-4701-4dbd-8f6f-3a54c996b663,35.04362606,-15.77690332
2,uuid:47d5fa4a-48cc-4f6c-847d-35979191b23a,35.04365791,-15.77692914
2,uuid:0e503921-3921-4147-9afc-0e7633d188d8,35.04360795,-15.77695592
2,uuid:da6fc3f0-69fd-49ab-910c-af59ceb1c538,35.04295383,-15.77716273
2,uuid:f5613f00-6084-42a0-b25c-cf1fd17b1abc,35.04300244,-15.77719984
2,uuid:642aef88-6f81-4cb5-936c-a9db17e3d00d,35.04321232,-15.77726501
2,uuid:5bc4a110-6091-45cf-8f76-3bc04eddb755,35.04307788,-15.77725275
2,uuid:7b9b7ccc-c8fe-4a28-b7cc-861d2a5674af,35.04394189,-15.77684525
2,uuid:3193563c-6253-43a2-b430-6c728e6cb510,35.04384264,-15.77682202
2,uuid:e1ab7e9a-42bf-4914-991a-c7bc7051a1ae,35.04374843,-15.77684622
2,uuid:36be7d8a-1472-4ac5-b840-093c2c9c2bd4,35.04379671,-15.77681298
2,uuid:22bf2b98-d3cf-4517-98d2-b290702c6c4f,35.04356805,-15.7768588
2,uuid:eb45d2f1-a33a-4959-a1ba-49ba33a36840,35.04352078,-15.77690397
2,uuid:5fa26ca3-b46f-4427-b463-15c0a23e84a9,35.04374843,-15.77685525
2,uuid:76a92fb6-7435-4f5c-8e89-4a2af99a010b,35.04354995,-15.77684557
2,uuid:a33b0000-9a77-4644-9001-4ea17f4093be,35.04359856,-15.77685525
2,uuid:5d4edb8e-fbcb-451c-957f-7e02664443ac,35.04368674,-15.776883
2,uuid:f10cf739-bdf1-4ec1-967d-e25ca7f23cb7,35.04373301,-15.77687784
2,uuid:f859bd2c-d7e8-4e2c-9b0f-59acbe8ce11f,35.04482031,-15.77636902
2,uuid:7cf93bab-bf77-41b4-bf6a-51d18217a08e,35.04516799,-15.77575728
2,uuid:bf42e022-fa71-48f2-a005-bb2c666fbb6d,35.04600316,-15.77642258
2,uuid:b73e26b7-b93e-4903-b5c2-ac1e4d65d7ee,35.0447556,-15.77595023
2,uuid:0f5d5be7-eb3b-42c4-b238-50d9bfda5b1a,35.04482433,-15.77634418
2,uuid:f1c174ae-6be5-4e3f-9fe6-3468188531ff,35.04224304,-15.77776156
2,uuid:07f67502-1c0e-4c6e-b9ef-715aed5cd788,35.04281737,-15.77731728
2,uuid:e0c1e861-1f49-4303-938d-ab0c498358d8,35.04283816,-15.77687654
2,uuid:2ed8136f-228f-450b-8e98-ecec8701d15b,35.04299607,-15.77681911
2,uuid:b0060815-7a9b-4f8c-93eb-195ad622937a,35.04265945,-15.77719919
2,uuid:7928c147-a36e-408b-a30b-048908879922,35.03238659,-15.77896599
2,uuid:e447209a-5e48-4dd4-8faf-7de767261e35,35.04286431,-15.77222878
2,uuid:d488fcbb-1b82-4eb5-85cb-d91d7abd9c46,35.0429726,-15.77735793
2,uuid:4d9fd267-24f0-4190-b368-3183af77c3ab,35.04313521,-15.77692946
2,uuid:7180c4a4-78ff-4931-b2dd-1630d41ae3d7,35.04302558,-15.77722016
2,uuid:857e8950-0320-4cdd-8d70-847ee3380462,35.04316069,-15.77716531
2,uuid:c02812e4-a9f2-4aae-b817-fa41593162b1,35.04381649,-15.77647001
2,uuid:13ac5d3d-3772-4470-ada3-8bdb55c1e4ae,35.04372999,-15.77702948
2,uuid:1aa28cdc-ba9f-4677-84b6-5c0684cde56f,35.04378699,-15.77657971
2,uuid:6e45a4ab-49bf-472c-92e9-e727694fb452,35.04318953,-15.77727662
2,uuid:125b21a8-6e13-4e3f-87c2-139a8d2a9770,35.04571181,-15.77824811
2,uuid:b4533f53-3418-4705-90f5-614d35964c2a,35.04572187,-15.77824391
2,uuid:0cd42575-6321-4ce2-adbf-8cab6297bd26,35.04576746,-15.77821552
2,uuid:0104b012-1e81-4e2e-9ea4-ea134e1ff4e3,35.04570309,-15.77828005
2,uuid:fc5fde8b-6c60-4aea-81a6-64e04f7d805c,35.04563872,-15.77805807
2,uuid:64294b3a-1499-46a4-903d-4d1228d44fbc,35.04575137,-15.77826198
2,uuid:c4a2286c-d20b-40ac-8fac-f8f51a45d624,35.04579429,-15.77823101
2,uuid:7a4fd935-49be-494f-9802-2a5273f703a7,35.04572991,-15.77818713
2,uuid:f34aa51c-54d3-4fb8-97f8-230581f29458,35.04576746,-15.77824133
2,uuid:5609d8cf-6135-4a38-b129-f190272451b9,35.04196644,-15.77966418
2,uuid:b731385c-669e-4c97-b641-782902fb578b,35.04212469,-15.77771639
2,uuid:30d48b24-db83-48f5-b6b0-077e6f7bc408,35.04014589,-15.77675652
2,uuid:c3f65bea-eaad-4c52-a534-1d3071a7fb45,35.04022099,-15.77680556
2,uuid:2ea993ed-d9d1-4c69-b73f-75f81795e5cf,35.04685577,-15.77333967
2,uuid:ace2c972-75ba-45bb-b37a-24d3378a0c11,35.04661135,-15.77319287
2,uuid:76ee1af4-baca-4008-bf2c-ef824817e47e,35.04617449,-15.77372944
2,uuid:dabdc359-ec21-400c-9339-719abd007a22,35.05264699,-15.77401434
2,uuid:53ecf925-a206-4faf-bbc9-df8d84ad3b5f,35.05265772,-15.77407112
2,uuid:6ab0dc18-ade6-4e5b-9be8-6edda28f66d2,35.05283475,-15.77399627
2,uuid:1bc6778e-6795-4903-af21-b94764862d6c,35.05273819,-15.77396271
2,uuid:03dfe314-5e30-44e1-8916-7b5e30f36fa1,35.04659526,-15.77356424
2,uuid:81e1c954-62e9-4a3a-b24b-f74f35b54f1c,35.04621204,-15.77377848
2,uuid:f60a3e21-8728-42a7-87a0-589ceb88569f,35.04619595,-15.77374492
2,uuid:3d66e6d5-3b7e-4ded-b424-3a9ddab15517,35.04621204,-15.77375525
2,uuid:02dafda2-dcd9-4fb4-ae97-0eacaa8482e0,35.0430591,-15.77733728
2,uuid:e84b29a7-c1a0-4894-b34c-7f15e040db04,35.04309397,-15.77733728
2,uuid:053b86ec-9798-4628-a3d7-55d4fdcd0e6a,35.04315834,-15.77721597
2,uuid:ff426cb6-7519-4e28-ad93-c6f282d25e32,35.04306983,-15.77723662
2,uuid:0d38567e-bd4b-461d-b95d-8d925dbcb1f9,35.04316639,-15.77722629
2,uuid:8222920d-e381-4927-9cb6-c3e541478e5d,35.04305374,-15.77723404
2,uuid:f84e4163-400a-4474-b981-101ae8bbc426,35.04308861,-15.77722887
2,uuid:b4c88880-c8b2-480f-82c0-c212d831e9b9,35.04309129,-15.77723404
2,uuid:55f518e8-631a-4778-b445-b9bceff98930,35.04311007,-15.77720855
2,uuid:8e9193e5-655f-4bff-80e8-fa3341a7aa08,35.04306447,-15.77722113
2,uuid:102581a8-3120-41c4-8750-95dc8b85e460,35.04345842,-15.7769814
2,uuid:558282b7-79bc-466f-a550-23994b6d2e5c,35.04305374,-15.77728566
2,uuid:255c6df3-102c-4d5e-80a4-776c0bc01fe8,35.03907871,-15.77649937
2,uuid:f07e43e0-1979-47ab-a236-ff29f4057ebb,35.0391699,-15.77646582
2,uuid:00f6fabd-2569-4ec4-a6ac-ad49ae8b4c98,35.04312348,-15.77719822
2,uuid:d488435c-b6af-48ca-b76e-fc74977a1f46,35.04304837,-15.7772008
2,uuid:99e05d18-68f2-4602-87c7-dc312ac79eea,35.04317444,-15.7772008
2,uuid:901ce7b6-e8a5-4cda-a6f7-dfa5e764b14e,35.04308827,-15.77734761
2,uuid:ce69304e-1bd4-4db3-88db-d9154efd0c29,35.04312348,-15.77720597
2,uuid:ea5c33e1-d911-4ec1-ab10-4ce7f45046ed,35.04308861,-15.77719564
2,uuid:c8893b3a-cec4-4de5-af8a-5a3ea2ac563c,35.04217263,-15.78084117
2,uuid:55f3271b-71e4-472d-a2e2-430350b1d907,35.04223969,-15.78084892
2,uuid:3e510775-ff6c-4caf-b2d6-56352df80263,35.04308056,-15.77725985
2,uuid:ef17d76a-7a35-4ba1-8e6e-4ca453e4e957,35.02903283,-15.76923261
2,uuid:3126b72c-6692-45d3-ab7e-340ad74684c6,35.02895337,-15.7692568
2,uuid:bf0d8243-00f4-4811-8c98-197f9555283c,35.04315298,-15.7772008
2,uuid:ee1fdc7f-23e2-4f3e-89d2-668557a60b09,35.0431047,-15.77721855
2,uuid:e2b64862-4947-4de7-95d3-a6305babe6cb,35.04314225,-15.77719564
2,uuid:40093126-fce8-4878-9f2d-203ae9be118e,35.03922354,-15.77644517
2,uuid:c615722a-449c-425e-817d-a28e9a083827,35.02889168,-15.76919001
2,uuid:ab8c6b30-317e-442e-8c42-1f306598549e,35.04424497,-15.77641548
2,uuid:944d6661-6a98-4357-9dff-e2bb153a7653,35.04428018,-15.77639935
2,uuid:87e3f1af-bb77-4149-b5e3-3d2ba6ebd148,35.0442443,-15.77638838
2,uuid:f464387e-a14f-4be4-9b94-ea2e0e192bb7,35.04429493,-15.77637096
2,uuid:4cbd4cb2-2de1-4779-adee-a2e4d7d4b80d,35.04425805,-15.7764029
2,uuid:2d746621-b582-48d8-ba4c-929390130377,35.03620036,-15.78140547
2,uuid:86f5d8b6-03e0-4650-aea7-f72ca64e8a78,35.03615476,-15.78144644
2,uuid:3240c283-98e6-4de7-adb3-a83bbc881a24,35.02007894,-15.78066308
2,uuid:6b633003-e00e-41d6-ac74-535d2486fb02,35.02013896,-15.78063017
2,uuid:fd466cbb-bcc7-4dc2-a1fe-441194931ea2,35.02011716,-15.78073503
2,uuid:c2cc286d-df3d-421f-ac8d-04ed89a13a9b,35.04169185,-15.78068857
2,uuid:f610cf3e-7a83-45ae-bf13-bce9c0510da5,35.04175689,-15.78076116
2,uuid:1861f938-7140-43e1-a7db-b2bb57ce0aff,35.04185613,-15.78095184
2,uuid:4287124e-95b6-41d8-b05e-79cd2ded2b57,35.04179176,-15.78091828
2,uuid:474c4577-c85d-4d7e-b892-a82f3c3fcdb5,35.04170861,-15.7807689
2,uuid:8ddc0173-c43c-4364-830a-17d47e70279f,35.04176762,-15.78090796
2,uuid:93f7502c-cd5b-4bfb-b1f9-2164f1476ad7,35.04174348,-15.7808615
2,uuid:c922f267-c169-4bca-9cb1-899f62495d60,35.04184809,-15.78084634
2,uuid:9eb94d44-76bd-4e18-b840-616e49791cd2,35.04426006,-15.77640613
2,uuid:9ff36883-fa18-478a-81d7-dfc27059735b,35.04427884,-15.77642452
2,uuid:7ea801f3-8e7d-4f9b-921c-6c3ad59b217c,35.04426476,-15.77638386
2,uuid:5a060b3c-0f8a-4230-8da5-fda7b3c810e1,35.04430868,-15.77635773
2,uuid:0ece460d-cb1a-4549-8886-4e93d7e1d424,35.04112758,-15.77758185
2,uuid:f99dd403-ceaa-4d35-9443-88ac8f119336,35.03958698,-15.77724791
2,uuid:b85f0610-3a95-484f-bd81-48376c6b69d8,35.03954541,-15.77725823
2,uuid:38d1bf6e-3188-4d5c-84c2-b2b0ece087a0,35.0453715,-15.77379816
2,uuid:824daed4-5dd0-4b4f-8269-2923901b9ad9,35.04409242,-15.77773994
2,uuid:23be69ac-69c5-4605-83c3-c11321939e27,35.04412763,-15.77776898
2,uuid:08b34776-754d-4999-8526-887621ba3c4e,35.0441464,-15.77776382
2,uuid:878c13d2-3352-44f5-b6c5-b0ff3448c237,35.04421346,-15.77784383
2,uuid:c83ab84a-54eb-400d-9030-e5a81676171e,35.04412763,-15.77781028
2,uuid:2ac6f72d-c91b-4eed-93c9-3499e4ae3b55,35.04249014,-15.78078116
2,uuid:3f76b1e3-77f8-4810-a83e-7bcf98f60a9c,35.04250422,-15.78071534
2,uuid:42cc8804-18b3-453d-97fe-5ace5c811d2a,35.04252333,-15.78056532
2,uuid:ffc7b175-a27d-4c99-b642-cf7a8562d3ce,35.0425515,-15.7805808
2,uuid:b98c7d1e-db07-4fe4-9de5-a25eb1ccb884,35.04147761,-15.78018847
2,uuid:6ab100dc-9017-4965-bbae-768c7fb17326,35.0391699,-15.77628223
2,uuid:1ce817b2-c1bb-4be3-a7d5-97cc7acb123a,35.03918801,-15.7762861
2,uuid:b2fa5107-c997-42bb-bec2-680b56cf0cf0,35.04308492,-15.77679911
2,uuid:700e99c3-26da-4404-9f41-aed22b969b5d,35.0430353,-15.7768346
2,uuid:b70b45bd-89c0-4dda-a092-7a54bd43d7bf,35.04360694,-15.77711756
2,uuid:761bd29c-4b9d-436e-8577-d91da2003ae0,35.04361499,-15.77727243
2,uuid:a0af7187-2612-46b2-b845-35d5a5255ed0,35.04346311,-15.77732179
2,uuid:591cf2c8-fdc9-44b6-9bc5-23937c7da41e,35.04452627,-15.77803774
2,uuid:c4a63a13-722c-4afb-8bc5-7396be930ee8,35.0445826,-15.77804355
2,uuid:91c43ea5-58d0-43d7-81d8-a151261d2edd,35.04455443,-15.77801838
2,uuid:d9a809ff-0eb8-42c4-8497-f0d18391fa92,35.01728743,-15.74723745
2,uuid:05b8eaa6-6a2d-4d43-9b17-96f90794b996,35.01731761,-15.74724132
2,uuid:fea4bffd-fdd6-4593-8cf7-89774c929a58,35.01739707,-15.74713387
2,uuid:fd38881a-190c-4aba-bf45-a5b2d8f4dedd,35.01731761,-15.7472452
2,uuid:ce1c241a-2004-4fc5-be73-eee3cc4771c0,35.01730353,-15.74723939
2,uuid:3561a76a-c249-41ea-a759-fd263baefb4d,35.04450213,-15.77808614
2,uuid:9b0e8f08-b5fd-41ed-b60b-5d36b3fcda64,35.01699843,-15.74735491
2,uuid:b8981912-9028-41c1-965c-eadeebad403f,35.01730151,-15.74737137
2,uuid:e46e3028-5795-4802-a332-df11840faa8e,35.01748156,-15.74719195
2,uuid:1d7b8c23-5aa8-4472-a5fb-c193d3cba15d,35.04259173,-15.78061952
2,uuid:934c5b47-2b81-489c-8c3a-d6a102cab1bb,35.04255552,-15.78053822
2,uuid:8cf546f7-6702-4de0-946b-a3094e5b29cd,35.04249517,-15.78054596
2,uuid:4cf66f6b-6886-47c9-98fd-a89b470b945c,35.04243482,-15.78065824
2,uuid:7af36a62-5a56-4283-8fed-28f28c84c943,35.04361499,-15.77714466
2,uuid:c72ba316-3c4a-4a1b-b1fe-0f65e20e9373,35.04367936,-15.77716015
2,uuid:689b9627-2a5a-4e5e-8ee0-700b8917db26,35.01740109,-15.74715323
2,uuid:c93356a8-5398-4b85-ba36-f4946e026916,35.01746949,-15.74711838
2,uuid:fccead02-18d6-4013-b88e-e1e71b1950cd,35.01738902,-15.74714936
2,uuid:0563e6d6-aab8-41ea-acf8-2016d2f9a502,35.01729246,-15.74703706
2,uuid:882eaaa8-6039-4db8-ac79-646d0aec727f,35.04378296,-15.77953868
2,uuid:df62f12b-d2a4-444d-9e96-3151550c6ef2,35.04559647,-15.77396045
2,uuid:c5593a49-18a7-4e42-825a-3d20e9977109,35.04253205,-15.77709014
2,uuid:4ad925ac-12cc-447d-a028-2039e0d68a78,35.04357174,-15.7771395
2,uuid:03a67cdd-3c47-4792-9c0f-092e7ecd0315,35.01732565,-15.74725294
2,uuid:3e19f71d-893a-4bb7-94aa-1d2755d8171d,35.01727737,-15.74725681
2,uuid:aa9f86fc-34ce-4976-babb-6540068d1ec2,35.04059717,-15.77670554
2,uuid:7b259531-a724-4812-84cd-2a2a8a9b9cd8,35.04054185,-15.77670264
2,uuid:6f7b48fe-820e-4fd1-9e63-83b615104056,35.04057135,-15.77671232
2,uuid:7d984b0f-e435-4d77-9931-f0f6eb18b7e0,35.04057806,-15.77671845
2,uuid:c3b12540-074e-44b4-b83c-4a865994a1ca,35.04054923,-15.77673039
2,uuid:b15976b0-2359-481e-9573-a3bf7512b470,35.04055124,-15.7767149
2,uuid:07783509-a3ae-449c-8d2d-e56a080b26b4,35.04056565,-15.77672619
2,uuid:98ed0429-0354-46f8-a115-9384e2751520,35.04053246,-15.77666489
2,uuid:98f8aae9-543e-4bf5-a514-d860b38e5b3c,35.04055995,-15.77671909
2,uuid:5cb4f698-d9d3-4e0e-a6ee-db6b88244f72,35.04068267,-15.77775866
2,uuid:17e696e5-46c7-4964-86c8-86fc17a668e4,35.03987264,-15.77664747
2,uuid:6e980a76-80f6-4adf-944c-41887501d334,35.04056465,-15.77674071
2,uuid:9e3efd93-b349-43a6-89fc-bb12aef6b9c0,35.04088249,-15.77661488
2,uuid:1ac83ded-0286-45e6-8c27-43830b7cd3ab,35.04057672,-15.77681653
2,uuid:07fec7b2-5be2-44f3-99db-6c01f4cac932,35.04059214,-15.77677556
2,uuid:f39e6778-cdb6-420b-bb87-1d173608e756,35.04060857,-15.77676652
2,uuid:2972d090-5e82-4f9d-87d5-473a046a1d55,35.04091769,-15.77668747
2,uuid:4422347b-dea3-462a-9d38-29033b9ddda5,35.04084595,-15.77664101
2,uuid:477eb1bd-f3f4-440b-bad3-90161215ea8e,35.04060924,-15.77674265
2,uuid:a52c68ba-764d-4d39-b095-24ab5827b5d8,35.04081175,-15.77654261
2,uuid:b566d83b-63ae-4e63-bce2-20ee018a303c,35.04060689,-15.77675458
2,uuid:0cfe3505-4023-4be5-ac72-a50baa5d81e0,35.0363794,-15.78128545
2,uuid:680839ad-40c2-4247-8bf0-d111cefce5fc,35.03640756,-15.78135901
2,uuid:56a7fe39-8ba2-494f-b45f-a92b850b0afa,35.0363633,-15.78132416
2,uuid:7d4106a9-9c5d-4993-8f80-0dbbc6b7a9fe,35.03625065,-15.78135127
2,uuid:8f997ec8-f333-4f50-8d04-e1df2cd689d5,35.04086841,-15.77665908
2,uuid:11010913-894a-46d7-b517-9dbd45fbb476,35.03996652,-15.77578697
2,uuid:1c338043-0d9f-456d-8c7e-5136212acddf,35.0447318,-15.77589409
2,uuid:0c9ff27c-597b-4827-9bf0-6249cbad083e,35.03645182,-15.78129319
2,uuid:aa150e49-bee4-455d-afb8-179ca0c6d53b,35.03652424,-15.78132416
2,uuid:8a7ad5e0-625b-4a40-8c49-bf56f9cf54a6,35.04080269,-15.77669844
2,uuid:c74862ab-9bf1-4b32-acbb-9bf1fbcee6e7,35.04103672,-15.77650324
2,uuid:5e15e26f-61d9-4940-96b9-2fe8b989c51f,35.03661677,-15.78193621
2,uuid:29cdabdb-d3ff-4b20-8340-52b52f1d70ed,35.03618628,-15.78283927
2,uuid:e498d0a9-30f7-424b-8ef8-6b3156143473,35.04097201,-15.77522653
2,uuid:f0f0bc42-1f14-4021-b2a6-d6e341755289,35.04054084,-15.77682363
2,uuid:b06a9b6f-a9cc-4525-bb02-45c66d19fbc2,35.04060656,-15.77675942
